Auger,Depth (cm),pH,EC (ds/m),Ca²⁺ (ppm),Mg²⁺ (ppm),Na⁺ (ppm),K⁺ (ppm),CaCO₃ (%),Texture,ESP,Land Capability Class,Date,T2M,RH,WS,SWGDN,Water_TDS (ppm),Water_Salinity_Class,crop recomended
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-17,27.76,55.59,2.89,26.12,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-18,28.46,51.35,3.16,27.07,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-19,28.07,56.63,4.47,26.86,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-20,27.4,62.56,4.91,26.03,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-21,27.6,56.51,4.97,26.1,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-22,27.77,67.83,4.99,27.2,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-23,29.31,55.96,2.83,26.75,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-24,29.23,50.54,4.1,26.5,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-25,29.38,61.0,4.57,25.81,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-26,29.82,58.71,5.53,25.96,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-27,29.47,54.44,3.89,27.04,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-28,28.42,59.47,6.58,24.94,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-29,27.55,63.88,5.72,26.29,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-30,27.12,66.73,5.49,25.76,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-07-31,26.53,65.99,6.5,25.32,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-01,26.24,64.83,7.53,26.02,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-02,26.67,64.86,5.1,26.66,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-03,26.63,64.1,4.93,26.12,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-04,27.02,61.51,4.34,26.15,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-05,26.72,62.32,4.67,26.59,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-06,26.0,65.58,6.64,27.1,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-07,25.7,66.7,5.71,25.94,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-08,26.7,68.33,5.14,25.73,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-09,27.62,65.7,4.43,24.79,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-10,28.12,68.47,3.83,24.24,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-11,28.5,62.03,3.05,24.95,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-12,29.89,60.36,2.51,24.14,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-13,30.99,54.17,3.29,24.15,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-14,30.53,48.87,2.63,24.84,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-15,27.91,67.76,5.6,24.04,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-16,26.85,65.97,5.58,25.09,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-17,28.02,56.57,4.18,25.19,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-18,30.79,51.04,2.98,23.45,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-19,28.62,64.99,5.65,23.57,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-20,27.39,61.43,6.32,25.25,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-21,27.37,62.18,6.5,25.34,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-22,27.05,60.7,5.37,25.91,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-23,27.99,65.39,4.69,24.32,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-24,27.56,67.85,7.15,24.45,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-25,26.86,62.84,6.12,24.47,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-26,26.65,56.25,6.0,24.98,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-27,26.97,54.79,4.31,24.73,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-28,26.06,59.85,4.31,23.95,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-29,26.05,60.36,3.23,23.95,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-30,27.39,58.3,2.48,23.89,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-08-31,29.31,45.14,2.51,24.08,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-01,28.19,54.64,5.06,22.61,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-02,26.4,67.42,6.54,23.28,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-03,26.3,63.64,5.52,23.78,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-04,27.01,61.34,5.33,23.51,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-05,26.12,64.99,5.62,22.28,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-06,26.85,64.5,5.25,22.09,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-07,26.91,62.03,6.63,22.34,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-08,25.54,57.18,5.63,23.17,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-09,25.32,58.69,5.09,22.65,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-10,25.15,58.4,4.68,22.23,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-11,26.12,61.96,4.48,22.55,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-12,26.2,59.81,3.52,22.74,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-13,26.15,62.81,4.66,22.12,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-14,27.0,65.39,3.95,21.62,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-15,26.21,64.65,4.42,21.35,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-16,25.36,63.48,5.85,21.21,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-17,26.08,60.72,4.47,21.45,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-18,25.37,66.56,5.15,21.95,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-19,24.83,59.28,7.23,20.38,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-20,24.47,62.21,5.43,20.26,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-21,23.56,60.92,4.91,20.28,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-22,22.64,59.41,3.51,20.27,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-23,23.75,57.11,2.7,21.37,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-24,24.52,59.08,3.44,20.68,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-25,23.62,65.94,4.99,20.7,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-26,24.55,67.45,4.91,19.92,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-27,23.82,62.47,4.06,20.07,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-28,23.85,60.18,2.38,19.32,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-29,25.66,60.08,3.26,19.4,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-09-30,25.27,67.96,3.73,19.24,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-01,24.78,61.01,3.29,18.92,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-02,25.07,57.44,4.12,17.56,896.0,Medium,Date Palm
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-03,24.9,53.09,4.07,18.81,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-04,23.39,59.45,3.36,16.56,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-05,23.24,59.08,2.77,19.4,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-06,23.19,56.76,1.72,17.35,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-07,23.46,54.65,5.42,17.9,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-08,22.02,54.57,5.35,16.87,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-09,21.41,60.18,5.43,16.83,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-10,21.74,60.85,4.12,15.33,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-11,21.28,62.67,4.98,17.15,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-12,21.68,60.51,7.05,17.53,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-13,20.46,62.15,4.93,16.98,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-14,20.04,66.53,3.71,16.26,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-15,20.29,66.06,3.85,16.9,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-16,21.12,65.69,3.82,17.06,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-17,21.19,61.73,2.15,17.24,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-18,22.5,61.22,3.09,16.71,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-19,23.14,67.99,2.24,17.31,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-20,23.64,56.9,2.24,15.73,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-21,23.66,58.5,3.54,15.98,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-22,23.62,58.28,3.52,16.33,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-23,23.48,64.66,2.12,15.88,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-24,23.28,56.11,4.52,16.42,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-25,22.65,76.01,4.25,16.03,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-26,21.63,73.77,3.36,15.98,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-27,21.86,63.18,1.81,16.0,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-28,22.17,61.12,3.25,15.3,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-29,21.9,78.5,4.16,14.97,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-30,20.0,68.19,4.69,15.31,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-10-31,19.43,73.05,3.9,14.94,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-01,19.02,80.8,2.89,7.82,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-02,20.61,76.6,3.34,13.24,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-03,21.38,77.53,3.89,10.38,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-04,21.81,79.47,4.7,13.66,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-05,20.53,76.44,3.87,13.53,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-06,20.09,65.49,4.2,14.61,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-07,19.85,58.0,4.18,13.42,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-08,20.79,62.08,1.55,13.26,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-09,20.04,69.63,2.71,14.3,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-10,19.72,61.65,1.82,13.53,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-11,19.58,57.8,3.29,14.42,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-12,19.01,75.06,3.6,11.08,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-13,18.72,72.27,5.0,11.71,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-14,18.98,63.96,6.14,13.79,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-15,19.4,70.23,6.2,12.76,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-16,19.86,65.4,4.05,12.35,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-17,18.8,73.61,2.75,12.42,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-18,18.24,75.81,3.2,13.24,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-19,19.52,76.67,3.4,12.78,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-20,19.9,82.06,2.69,12.78,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-21,19.92,68.19,3.27,12.82,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-22,20.57,61.35,1.67,11.3,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-23,20.36,68.62,4.31,9.99,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-24,18.55,67.89,6.63,11.46,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-25,16.56,68.88,3.95,9.64,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-26,16.71,56.19,1.1,13.24,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-27,17.03,62.28,2.49,12.53,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-28,16.99,61.45,2.63,11.73,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-29,15.33,45.67,5.69,5.59,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-11-30,14.2,73.03,5.69,11.33,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-01,15.9,67.9,3.82,11.9,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-02,16.46,74.14,3.1,12.12,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-03,17.73,65.04,2.25,8.51,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-04,18.15,66.12,4.48,9.67,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-05,15.92,58.11,6.2,11.56,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-06,13.87,49.02,6.99,10.91,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-07,14.52,65.64,7.26,8.53,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-08,14.91,67.22,7.45,8.51,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-09,16.74,72.73,6.56,8.94,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-10,16.23,64.49,4.99,10.71,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-11,15.64,68.22,4.86,10.55,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-12,16.26,68.43,3.89,10.27,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-13,15.52,76.79,3.42,7.14,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-14,16.31,77.27,4.62,10.96,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-15,16.35,69.62,7.82,9.88,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-16,16.95,62.26,5.5,11.06,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-17,16.19,67.15,4.47,11.43,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-18,15.31,65.54,2.89,10.67,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-19,16.04,60.89,1.37,9.96,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-20,14.0,55.63,3.62,7.73,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-21,13.55,48.28,2.78,12.0,896.0,Medium,None
Auger 76,30-60,8.15,1.4,386.0,37.7,144.5,46.7,78.98,Sand,2.708271500921936,N,2025-12-22,13.78,67.02,4.03,10.95,896.0,Medium,None
